"Id","PostId","Score","Text","CreationDate","UserId","ContentLicense","Tags","CommentCategory","ReviewedCommentCategory"
"101169949","57340072","4","It's not clear what your question is. If no new block is ever created, then no new block is ever created. A blockchain that does not grow won't ever add new data. (Remember that blocks can be added without creating bitcoin; they just can't be added without adding a block.) In any case, you'll want to move this question to https://bitcoin.stackexchange.com. It's not related to programming.","8/3/2019 17:53","97337","CC BY-SA 4.0","<cryptography><blockchain><ethereum><bitcoin><cryptocurrency>","Constructive Criticism","Constructive Criticism"
"105854869","59861658","4","It looks like some of the code is obfuscated - this is why you have one letter var names and var types","1/22/2020 14:18","1056460","CC BY-SA 4.0","<java><bots><chess>","Constructive Criticism","Constructive Criticism"
"110690640","62592385","4","pls check your data & debug your code, to me this look as if the `row.getCell(67).toString()` returns `null`","6/26/2020 10:03","150623","CC BY-SA 4.0","<java><date><calendar>","Constructive Criticism","Constructive Criticism"
"80635874","46844150","4","Post your code and we'll start from there.","10/20/2017 7:24","8707634","CC BY-SA 3.0","<javascript><html><css>","Request Clarification","Request Clarification"
"102074754","57822327","4","You should provide some sample input data and the corresponding desired result.","9/6/2019 12:50","1505169","CC BY-SA 4.0","<php><replace>","Request Clarification","Request Clarification"
"73909131","43425514","4","Possible duplicate of [How does the ""this"" keyword work?](http://stackoverflow.com/questions/3127429/how-does-the-this-keyword-work)","4/15/2017 11:35","5459839","CC BY-SA 3.0","<reactjs><babeljs><ecmascript-next>","Relevant Information","Relevant Information"
"97610511","55447796","4","For those not familiar with DB2, can you  explain what it returns?","4/1/2019 4:06","10195153","CC BY-SA 4.0","<mysql><db2>","Request Clarification","Request Clarification"
"71480120","42157459","4","how should the object look like? what have you tried?","2/10/2017 10:48","1447675","CC BY-SA 3.0","<javascript>","Request Clarification","Request Clarification"
"109556473","61941522","4","`def main():` is local to `def create_block` Read up on [Tutorial - 9.2. Python Scopes and Namespaces](https://docs.python.org/3/tutorial/classes.html#python-scopes-and-namespaces)","5/21/2020 19:40","7414759","CC BY-SA 4.0","<python><tkinter><error-handling>","Relevant Information","Relevant Information"
"94368182","53758043","4","Possible duplicate of [What is the difference between client-side and server-side programming?](https://stackoverflow.com/questions/13840429/what-is-the-difference-between-client-side-and-server-side-programming)","12/13/2018 8:50","4429015","CC BY-SA 4.0","<javascript><php>","Relevant Information","Relevant Information"
"91470643","52261480","4","Please fix your formatting.","9/10/2018 15:56","9123163","CC BY-SA 4.0","<python><python-3.x><nameerror>","Constructive Criticism","Constructive Criticism"
"82611089","47824233","4","Are you running PowerShell or your batch file as an Administrator?","12/15/2017 0:43","3245749","CC BY-SA 3.0","<powershell><batch-file><uac>","Request Clarification","Request Clarification"
"94368295","53757990","4","@Jordi indeed you should, all we can say is you are doing something wrong. What is stopping you from doing this? What error do you get? BTW using BitSet would be a more natural choice.","12/13/2018 8:53","57695","CC BY-SA 4.0","<java><list><types><bit>","Request Clarification","Request Clarification"
"97939223","55623166","4","What have you tried so far?","4/11/2019 0:51","3258708","CC BY-SA 4.0","<css><underline>","Request Clarification","Request Clarification"
"82612479","47824235","4","Did you explicitly include it? `<script src=""js/loaders/TGALoader.js""></script>` Also, `rotation.y` is in radians, not degrees.","12/15/2017 2:32","1461008","CC BY-SA 3.0","<javascript><three.js>","Request Clarification","Request Clarification"
"89665720","51346387","4","What's the real error message?","7/15/2018 7:55","1848654","CC BY-SA 4.0","<c++><class><oop><inheritance><virtual>","Request Clarification","Request Clarification"
"97616115","55450959","4","Welcome to Stack Overflow. Please note that because this is no free code writing service it is necessary to show either what you have tried so far and where you got stuck or errors (by showing your code) or at least to show what you have researched and the effort you made. Otherwise it is just asking us to do all the work for you. Reading [ask] might help you to improve your question.","4/1/2019 8:37","3219613","CC BY-SA 4.0","<excel><vba>","Constructive Criticism","Constructive Criticism"
"80595229","46823956","4","I think this belongs to code review, but be sure to check the [migration checklist](https://codereview.meta.stackexchange.com/a/1689/150216)","10/19/2017 6:35","4733879","CC BY-SA 3.0","<java><design-patterns><spring-security>","Relevant Information","Relevant Information"
"85188395","49091514","3","[mcve] please. (i.e., your code should be compilable without our having to guess and add your boilerplate code)","3/4/2018 3:05","5267751","CC BY-SA 3.0","<python><string><strip>","Request Clarification","Request Clarification"
"86824622","49904381","3","Rather than asking for someone to start from scratch and do it for you, you should post your best `OrderBy` attempt as a way of showing some effort","4/18/2018 16:14","1070452","CC BY-SA 3.0","<c#>","Constructive Criticism","Constructive Criticism"
"72758582","42823604","3","Show us what you've tried and explain where you're stuck.","3/16/2017 1:16","1553851","CC BY-SA 3.0","<java><arrays><string><loops>","Request Clarification","Request Clarification"
"73682116","43308780","3","[`while (!eof())` is wrong.](http://stackoverflow.com/questions/5605125/why-is-iostreameof-inside-a-loop-condition-considered-wrong)","4/9/2017 15:55","962089","CC BY-SA 3.0","<c++><hash>","Relevant Information","Relevant Information"
"77441400","45236614","3","Note that your question should be ""Why isn't the output from `printf()` appearing when expected?"" since you've not produced any evidence that the calls are not made but only that you don't see the output you expect.","7/21/2017 12:35","15168","CC BY-SA 3.0","<c><printf>","Constructive Criticism","Constructive Criticism"
"87463867","50223127","3","Did you create a *move assignment operator* for `myclass`?","5/7/2018 22:12","3807729","CC BY-SA 4.0","<c++><c++11><lambda><stdvector><move-semantics>","Request Clarification","Request Clarification"
"89151122","51081269","3","_Don't_ store CSV data in your tables.  This will make querying your data difficult and/or not possible.  And also, please include your data as text, formatted as code, not an embedded image.","6/28/2018 11:11","1863229","CC BY-SA 4.0","<mysql><sql><database><oracle><mapping>","Constructive Criticism","Constructive Criticism"
"89150856","51081247","3","Say you allow that, then what should happen if someone logs in with a duplicated username?","6/28/2018 11:04","67579","CC BY-SA 4.0","<django><django-models>","Request Clarification","Request Clarification"
"108396966","61273755","3","Did you ask the reviewer why you have to change it?","4/17/2020 14:19","1587819","CC BY-SA 4.0","<sql><sql-server><left-join><where-clause><sql-null>","Request Clarification","Request Clarification"
"111296002","62936154","3","**No**. what is your *actual goal* in this?","7/16/2020 13:44","104380","CC BY-SA 4.0","<javascript>","Request Clarification","Request Clarification"
"73592842","43262068","3","If the next line of code is `c2.add(Integer.valueOf(5));`, what happens when someone relies on `c1` containing only Strings?","4/6/2017 17:36","1831987","CC BY-SA 3.0","<java><generics>","Request Clarification","Request Clarification"
"93654512","53389533","3","Can you provide your method of loading scene?","11/20/2018 9:09","6396354","CC BY-SA 4.0","<unity3d>","Request Clarification","Request Clarification"
"77417353","45225311","3","...which is to say -- just because something is atomic at the Python interpreter's layer doesn't mean it's atomic at the layers below that. [Abstractions leak.](https://www.joelonsoftware.com/2002/11/11/the-law-of-leaky-abstractions/)","7/20/2017 21:30","14122","CC BY-SA 3.0","<python><multithreading><python-2.7><atomic><atomicity>","Relevant Information","Relevant Information"
"90120518","51577550","3","Having two modules with the same name is asking for problems.  Rename your module to something besides logstash...","7/29/2018 5:44","7311767","CC BY-SA 4.0","<python><python-3.x><pip><logstash>","Constructive Criticism","Constructive Criticism"
"77416665","45225128","3","Please prefer to paste code, rather than screenshot.","7/20/2017 21:04","1960382","CC BY-SA 3.0","<typescript><visual-studio-code>","Constructive Criticism","Constructive Criticism"
"77407869","45220728","3","Your hierarchy makes no sense. How is a teacher a school? And how is a student a teacher? Also, why are you modifying an argument local to the constructor?","7/20/2017 16:51","5647260","CC BY-SA 3.0","<javascript>","Request Clarification","Request Clarification"
"100894932","57192815","3","Can you post the commands you are trying and explain what problem you are facing?","7/25/2019 0:37","3248412","CC BY-SA 4.0","<java><maven><jar>","Request Clarification","Request Clarification"
"105319449","59576389","3","What kind of ""_another solution_""?","1/3/2020 9:55","1169519","CC BY-SA 4.0","<javascript><arrays>","Request Clarification","Request Clarification"
"104290512","59022713","3","show the definition of `get_next_line()`","11/24/2019 21:44","4975822","CC BY-SA 4.0","<c><pointers><double-pointer>","Request Clarification","Request Clarification"
"73080092","42994851","3","*What* ""error"" do you get? Build errors? Crashes? Unexpected output? Please copy-paste (as text) it if possible.","3/24/2017 8:41","440558","CC BY-SA 3.0","<c++><type-conversion><operator-overloading><implicit-conversion><cout>","Request Clarification","Request Clarification"
"89516500","51268772","3","Possible duplicate of [merge-multiple-data-frames-in-a-list](https://stackoverflow.com/questions/8091303/simultaneously-merge-multiple-data-frames-in-a-list)","7/10/2018 15:30","680068","CC BY-SA 4.0","<r><merge>","Relevant Information","Relevant Information"
"85366387","49180372","3","https://ericlippert.com/2014/03/05/how-to-debug-small-programs/","3/8/2018 18:51","1553851","CC BY-SA 3.0","<java><data-conversion>","Relevant Information","Relevant Information"
"111265639","62918862","3","What do you expect from the 1st example ? and please check the return value of scanf  as it would indicate how many values were successfully parsed, otherwise `a` would have the same value as before if parsing was not possible.","7/15/2020 15:57","105104","CC BY-SA 4.0","<c><scanf>","Request Clarification","Request Clarification"
"94361246","53754263","3","Why don't they work? What errors are you getting?","12/13/2018 2:40","8952820","CC BY-SA 4.0","<r><list><lapply><mclapply>","Request Clarification","Request Clarification"
"107667385","60852061","3","Take a look at https://github.com/UnlyEd/next-right-now, it's a boilerplate with built-in GraphQL support, you may find it easier to get started with, or could use it as a learning resource. See https://github.com/UnlyEd/next-right-now/blob/master/src/pages/index.tsx#L68 for GraphQL query usage. Also, it uses TypeScript and has built-in GraphQL autocompletion in WebStorm.","3/25/2020 17:38","2391795","CC BY-SA 4.0","<reactjs><graphql><next.js><react-apollo><strapi>","Relevant Information","Relevant Information"
"105246107","59537990","3","Why are you parsing the page returned by `requests.get` instead of the page from Selenium? The URL uses javascript to populate the table which is why your table from `requests.get` is empty.","12/30/2019 23:49","5386938","CC BY-SA 4.0","<python><selenium><web-scraping><beautifulsoup>","Request Clarification","Request Clarification"
"111271648","62922261","3","Perhaps use a `for` loop over the list; the body of the loop will handle each entry separately.If that's now what you're looking for, can you please provide an example list, and perhaps what you've tried?","7/15/2020 19:18","3917","CC BY-SA 4.0","<python>","Request Clarification","Request Clarification"
"104614400","59198215","3","It sounds like you may need to learn how to use a debugger to step through your code. With a good debugger, you can execute your program line by line and see where it is deviating from what you expect. This is an essential tool if you are going to do any programming. Further reading: [How to debug small programs](http://ericlippert.com/2014/03/05/how-to-debug-small-programs/) and [Debugging Guide](http://idownvotedbecau.se/nodebugging/)","12/5/2019 15:20","4342498","CC BY-SA 4.0","<c><arrays><string>","Relevant Information","Relevant Information"
"89350050","51183813","3","Why do you think it is using `GCC` as its backend?","7/5/2018 5:50","3807729","CC BY-SA 4.0","<c++><gcc><clang><llvm>","Request Clarification","Request Clarification"
"72913758","42907111","3","Can you post a very minimal example which adds {""a"", ""b"", ""c""} twice, and checks the set's size()?","3/20/2017 15:08","1766544","CC BY-SA 3.0","<c++><vector><unordered-set>","Request Clarification","Request Clarification"
"105118795","59470014","3","Does this answer your question? [What is a NullReferenceException, and how do I fix it?](https://stackoverflow.com/questions/4660142/what-is-a-nullreferenceexception-and-how-do-i-fix-it)","12/24/2019 14:11","4728685","CC BY-SA 4.0","<c#><wpf><observablecollection>","Relevant Information","Relevant Information"
"94356070","53751684","3","That's way too much code, you need to first debug yourself and figure out which part exactly is causing you problems. Also there's way too much `global` usage, that can't be good","12/12/2018 21:34","2878796","CC BY-SA 4.0","<python><python-3.x><class>","Constructive Criticism","Constructive Criticism"
"72909545","42904935","3","please tag the dbms you are using.","3/20/2017 13:32","3431869","CC BY-SA 3.0","<sql>","Request Clarification","Request Clarification"
"89339788","51178581","3","Ah... and this: `while(!feof(file))`. [Why is “while ( !feof (file) )” always wrong?](https://stackoverflow.com/questions/5431941/why-is-while-feof-file-always-wrong)","7/4/2018 17:31","4253229","CC BY-SA 4.0","<c><gcc><segmentation-fault><nfa>","Relevant Information","Relevant Information"
"90116447","51575299","3","This piece of code is correct on it's own. The error is probably earlier in your code.","7/28/2018 21:25","3617886","CC BY-SA 4.0","<ios><reactjs><react-native>","Constructive Criticism","Constructive Criticism"
"89332068","51174593","3","You'll need to supply a **[mcve]** since what you describe does not happen by default.  We can't help you unless we can see the problem.","7/4/2018 13:18","1023618","CC BY-SA 4.0","<javascript><jquery><html><css>","Request Clarification","Request Clarification"
"111286822","62930763","3","You've got into trouble by not updating your tools and frameworks when you should have. Now you are going to perpetuate that problem by only partially updating. Since you are updating, bite the bullet and update everything.","7/16/2020 8:54","882003","CC BY-SA 4.0","<c++><visual-studio-2017>","Constructive Criticism","Constructive Criticism"
"73681124","43308328","3","Did you debug it? Are you sure `lineSplit` contains 2 elements (don't assume)?","4/9/2017 15:09","3000206","CC BY-SA 3.0","<java><string><split>","Request Clarification","Request Clarification"
"72760255","42824459","3","What's here  `print_r($products);` ?","3/16/2017 3:02","3282633","CC BY-SA 3.0","<php>","Request Clarification","Request Clarification"
"105208928","59518840","3","Does this answer your question? [Convert from enum ordinal to enum type](https://stackoverflow.com/questions/609860/convert-from-enum-ordinal-to-enum-type)","12/29/2019 11:31","10794031","CC BY-SA 4.0","<java><random><enums>","Relevant Information","Relevant Information"
"93683862","53404321","3","The correct way to call realloc is to save the return value in a temporary variable and check it for NULL. That way if realloc has failed, you haven't lost your original memory, like in this answer: https://stackoverflow.com/a/44789446/1212725","11/21/2018 2:21","1212725","CC BY-SA 4.0","<c++><memory><memory-leaks><dynamic-memory-allocation><realloc>","Relevant Information","Relevant Information"
"93683566","53404258","3","What's the inverse of log?","11/21/2018 1:59","5087436","CC BY-SA 4.0","<c++><math>","Request Clarification","Request Clarification"
"93682740","53403485","3","I think that happens in an early parsing phase, for details see [how-does-the-windows-command-interpreter-cmd-exe-parse-scripts](https://stackoverflow.com/questions/4094699/how-does-the-windows-command-interpreter-cmd-exe-parse-scripts)","11/21/2018 0:59","","CC BY-SA 4.0","<windows><batch-file>","Relevant Information","Relevant Information"
"93682355","53403393","3","Could you show what you've tried? That should give us a better idea of exactly what part you're having trouble with.","11/21/2018 0:31","367332","CC BY-SA 4.0","<haskell>","Request Clarification","Request Clarification"
"105209575","59519317","3","Have you done that in a new command prompt or an existing one? Any open existing command prompts will still have the old PATH so make sure you've tried the command in a *newly opened* prompt?","12/29/2019 12:19","1252759","CC BY-SA 4.0","<python><path><pip>","Request Clarification","Request Clarification"
"72758705","42823643","3","Does `Poco::SharedPtr` type-erase the deleter? Otherwise your code has UB on account of the non-virtual base destructor.","3/16/2017 1:25","596781","CC BY-SA 3.0","<c++><memory-leaks><poco><stdlist>","Request Clarification","Request Clarification"
"78095393","45566463","3","I think the documentation part is the right place where you can post this. Actually you don't have a precise question anybody  could answer, you just look for a peer review of your model.","8/8/2017 12:19","6452829","CC BY-SA 3.0","<javascript><node.js><event-loop>","Constructive Criticism","Constructive Criticism"
"105211506","59520238","3","Can you provide details on what ""not working how its supposed to"" means?","12/29/2019 14:27","3337070","CC BY-SA 4.0","<c><string><function><if-statement><int>","Request Clarification","Request Clarification"
"107643231","60837291","3","Does this answer your question? [Check Tomcat 7 Version linux](https://stackoverflow.com/questions/15058052/check-tomcat-7-version-linux)","3/24/2020 23:29","12991188","CC BY-SA 4.0","<linux><tomcat><server><centos>","Relevant Information","Relevant Information"
"95522008","54353077","3","Possible duplicate of [Increment integer by 1; every 1 second](https://stackoverflow.com/questions/10586890) and [Javascript: Increment count by 5 for a variable inside a setInterval() function](https://stackoverflow.com/questions/21942872/javascript-increment-count-by-5-for-a-variable-inside-a-setinterval-function)","1/24/2019 18:45","3082296","CC BY-SA 4.0","<javascript>","Relevant Information","Relevant Information"
"78091806","45566539","3","share your code here","8/8/2017 11:01","5605687","CC BY-SA 3.0","<ionic-framework><icons>","Request Clarification","Request Clarification"
"108426483","61290393","3","Have you read e.g. https://angular.io/guide/component-interaction?","4/18/2020 14:13","3001761","CC BY-SA 4.0","<angular>","Relevant Information","Relevant Information"
"107698040","60869102","3","Does this answer your question? [Apache Spark: What is the equivalent implementation of RDD.groupByKey() using RDD.aggregateByKey()?](https://stackoverflow.com/questions/31081563/apache-spark-what-is-the-equivalent-implementation-of-rdd-groupbykey-using-rd)","3/26/2020 16:35","10938362","CC BY-SA 4.0","<apache-spark>","Relevant Information","Relevant Information"
"93673425","53399022","3","It's not possible directly with pandas. You can look at [how matplotlib grouped barcharts](https://matplotlib.org/gallery/lines_bars_and_markers/barchart.html) are produced and adapt it to your case.","11/20/2018 18:16","4124317","CC BY-SA 4.0","<python><pandas><matplotlib><histogram>","Relevant Information","Relevant Information"
"89150962","51081247","3","Then the email is the username, and you should use a [custom user model](https://docs.djangoproject.com/en/2.0/topics/auth/customizing/#substituting-a-custom-user-model) which subclasses AbstractUser and sets [`USERNAME_FIELD'](https://docs.djangoproject.com/en/2.0/topics/auth/customizing/#django.contrib.auth.models.CustomUser.USERNAME_FIELD) to ""email"".","6/28/2018 11:07","104349","CC BY-SA 4.0","<django><django-models>","Relevant Information","Relevant Information"
"72753086","42820628","3","When you say it's not working what do you mean? Do you get any error? Does the code returns without an error and you get no records?","3/15/2017 21:05","913124","CC BY-SA 3.0","<c#><sql-server><entity-framework>","Request Clarification","Request Clarification"
"93667114","53395095","3","Can you post the first couple of rows of the data set so we have a reproducible example?","11/20/2018 15:07","190277","CC BY-SA 4.0","<r><loops>","Request Clarification","Request Clarification"
"89146606","51078915","3","What is the code doing? What do you want it to do instead?","6/28/2018 9:13","34092","CC BY-SA 4.0","<c#><winforms><combobox>","Request Clarification","Request Clarification"
"107695557","60870410","3","static build vs dynamic build? I doubt that clang9 features are shoehorned in 201kb","3/26/2020 15:15","6451573","CC BY-SA 4.0","<clang><llvm>","Request Clarification","Request Clarification"
"105202330","59515327","3","Does `send.message` or `send.getUser` return a Promise? If not, then `await` will do nothing there.","12/28/2019 22:20","3689450","CC BY-SA 4.0","<javascript><node.js><callback><async-await>","Request Clarification","Request Clarification"
"105202335","59515342","3","What is your *question*? Please take the [tour] and review [ask].","12/28/2019 22:20","3001761","CC BY-SA 4.0","<java>","Request Clarification","Request Clarification"
"73599753","43265543","3","Could you please explain in detail, what is wrong exactly?","4/6/2017 20:55","7158505","CC BY-SA 3.0","<javascript><jquery><html><responsive>","Request Clarification","Request Clarification"
"72753735","42818156","3","I recommend you look into the reflect package (https://godoc.org/reflect), specifically the StructField and StructTag types. If you have the Go Programming Language book, check out chapter 12.7 - Accessing Struct Field Tags.","3/15/2017 21:26","3273138","CC BY-SA 3.0","<json><rest><go><annotations><response>","Relevant Information","Relevant Information"
"73599814","43265586","3","Check out [`sprintf`](http://php.net/manual/en/function.sprintf.php)","4/6/2017 20:57","3316645","CC BY-SA 3.0","<php><python>","Relevant Information","Relevant Information"
"111710259","63172581","3","post full logcat trace here","7/30/2020 12:19","4853133","CC BY-SA 4.0","<android><google-maps><windev>","Request Clarification","Request Clarification"
"93656732","53389377","3","and what is the reason you compile with `-Waggregate-return`? it is a pretty obscure (and useless) flag that triggers warnings for a valid C++ code.","11/20/2018 10:10","2805305","CC BY-SA 4.0","<c++><date>","Request Clarification","Request Clarification"
"72606967","42744728","3","Possible duplicate of [Disable certain dates from html5 datepicker](http://stackoverflow.com/questions/17182544/disable-certain-dates-from-html5-datepicker)","3/12/2017 7:41","4167438","CC BY-SA 3.0","<html><calendar><disabled-input>","Relevant Information","Relevant Information"
"111322865","62951629","3","Don't put an image of the code. Put the actual code. You have copy and paste buttons.","7/17/2020 9:59","106104","CC BY-SA 4.0","<c++><if-statement><dev-c++>","Constructive Criticism","Constructive Criticism"
"111322962","62951629","3","Even if the image is visible, don't post images of the code.","7/17/2020 10:02","3133316","CC BY-SA 4.0","<c++><if-statement><dev-c++>","Constructive Criticism","Constructive Criticism"
"72898470","42899218","3","Possible duplicate of [SQL Server split CSV into multiple rows](http://stackoverflow.com/questions/9811161/sql-server-split-csv-into-multiple-rows)","3/20/2017 8:53","1863229","CC BY-SA 3.0","<sql-server>","Relevant Information","Relevant Information"
"73449130","43187836","3","Possible duplicate of [What does operator ""dot"" (.) mean?](http://stackoverflow.com/questions/10859917/what-does-operator-dot-mean)","4/3/2017 15:00","3250829","CC BY-SA 3.0","<octave>","Relevant Information","Relevant Information"
"101040805","57270880","3","Possible duplicate of [Method Overloading for null argument](https://stackoverflow.com/questions/5229809/method-overloading-for-null-argument)","7/30/2019 12:14","3452058","CC BY-SA 4.0","<java><overloading>","Relevant Information","Relevant Information"
"73593846","43262454","3","Possible duplicate of [How to read /load text (\*.txt) file values in datagridview using C# ..?](http://stackoverflow.com/questions/19582570/how-to-read-load-text-txt-file-values-in-datagridview-using-c-sharp)","4/6/2017 18:05","583428","CC BY-SA 3.0","<c#><datagridview>","Relevant Information","Relevant Information"
"89507710","51264538","3","Possible duplicate of [.NET Process.Start default directory?](https://stackoverflow.com/questions/114928/net-process-start-default-directory)","7/10/2018 12:14","4319113","CC BY-SA 4.0","<vb.net><command-line><cmd><process>","Relevant Information","Relevant Information"
"78117539","45564301","3","Possible duplicate of [How do I write a short literal in C++?](https://stackoverflow.com/questions/208433/how-do-i-write-a-short-literal-in-c)","8/8/2017 22:31","1394393","CC BY-SA 3.0","<c++><overloading>","Relevant Information","Relevant Information"
"72306381","42587081","3","Possible duplicate of [When should I use Cross Apply over Inner Join?](http://stackoverflow.com/questions/1139160/when-should-i-use-cross-apply-over-inner-join)","3/3/2017 19:40","2333499","CC BY-SA 3.0","<sql><sql-server><join>","Relevant Information","Relevant Information"
"73612149","43271947","3","Possible duplicate of [How to store custom objects in NSUserDefaults](http://stackoverflow.com/questions/2315948/how-to-store-custom-objects-in-nsuserdefaults)","4/7/2017 7:20","4539192","CC BY-SA 3.0","<ios><objective-c><iphone><nsuserdefaults>","Relevant Information","Relevant Information"
"75810744","44405816","3","Possible duplicate of [sum all values for table column based on class](https://stackoverflow.com/questions/9293492/sum-all-values-for-table-column-based-on-class)","6/7/2017 7:12","2534646","CC BY-SA 3.0","<php><jquery><html>","Relevant Information","Relevant Information"
"70986064","34424543","3","Possible duplicate of [How to 'git pull' into a branch that is not the current one?](http://stackoverflow.com/questions/18994609/how-to-git-pull-into-a-branch-that-is-not-the-current-one)","1/27/2017 19:51","207791","CC BY-SA 3.0","<git><branch><cherry-pick><git-cherry-pick>","Relevant Information","Relevant Information"
"78341451","45691951","3","Possible duplicate of [How to change the redirect url when logging out?](https://stackoverflow.com/questions/29797433/how-to-change-the-redirect-url-when-logging-out)","8/15/2017 11:31","6592263","CC BY-SA 3.0","<php><authentication><laravel-5.4><middleware><logout>","Relevant Information","Relevant Information"
"78331685","45686974","3","Possible duplicate of [How to format a JavaScript date](https://stackoverflow.com/questions/3552461/how-to-format-a-javascript-date)","8/15/2017 5:44","1960455","CC BY-SA 3.0","<javascript><jquery>","Relevant Information","Relevant Information"
"77403941","45218794","3","Possible duplicate of [GCM defaultSenderID](https://stackoverflow.com/questions/30694817/gcm-defaultsenderid)","7/20/2017 15:17","","CC BY-SA 3.0","<android><firebase><google-cloud-messaging><firebase-cloud-messaging><gcmlistenerservice>","Relevant Information","Relevant Information"
